feature,pearson_r,p_value,p_fdr_BH,n_samples,fisher_z,t_statistic,abs_r,neg_log10_p,sig_p_0_05,sig_p_0_01,sig_p_0_001,sig_fdr_0_05,sig_fdr_0_10
"Diagnoses - ICD10 (N201 - N20.1 Calculus of ureter)",-0.020761850855653,1.17709026386283e-05,0.000493180374821935,44535,-4.38192137076394,-4.38228547878561,0.020761850855653,4.92919023248838,1,1,1,1,1
"Minimum carotid IMT (intima-medial thickness) at 150 degrees  (2.0)",0.0246434746437892,1.19494973669929e-05,0.000498698945262914,31561,4.37869420765537,4.3792069799101,0.0246434746437892,4.92265036210767,1,1,1,1,1
"Diagnoses - secondary ICD10 (R521)",-0.0207452539302243,1.19616862796257e-05,0.000498698945262914,44535,-4.37841747774232,-4.37878079158977,0.0207452539302243,4.92220759206052,1,1,1,1,1
"Femur total BMC (bone mineral content) (left) (2.0)",0.0252881685795574,1.21307914084351e-05,0.000504503480126666,29927,4.37542055351587,4.37596022410823,0.0252881685795574,4.91611086499456,1,1,1,1,1
"Number of treatments/medications taken (2.0)",-0.0220416992359842,1.21685782477283e-05,0.000504831557034133,39382,-4.37469480663625,-4.37510471127849,0.0220416992359842,4.91476016090191,1,1,1,1,1
"Diagnoses - main ICD10 (N201)",-0.0207243993500245,1.22055981676859e-05,0.000505126286915136,44535,-4.37401472486185,-4.37437704251554,0.0207243993500245,4.91344093197318,1,1,1,1,1
"Operative procedures - OPCS4 (G445 - G44.5 Fibreoptic endoscopic percutaneous insertion of gastrostomy)",-0.0207081738936876,1.2398643978529e-05,0.000511860888942451,44535,-4.37058926057459,-4.37095080447894,0.0207081738936876,4.9066258103898,1,1,1,1,1
"Average total household income before tax (2.0)",0.0218351408897123,1.24819426651555e-05,0.000512854481099992,40029,4.36914168332396,4.36954356652935,0.0218351408897123,4.90371781664888,1,1,1,1,1
"Ribs BMD (bone mineral density) (2.0)",0.0252128911433505,1.24834582014863e-05,0.000512854481099992,30020,4.36916395636497,4.36969985818086,0.0252128911433505,4.90366508854971,1,1,1,1,1
"Place of birth in UK - east co-ordinate (0.0)",0.0217315420053128,1.29368989847993e-05,0.000530193056694991,40267,4.36131427537046,4.36171183349272,0.0217315420053128,4.88816981293993,1,1,1,1,1
"Diagnoses - secondary ICD10 (Z850)",-0.0206431281397549,1.32021914218845e-05,0.000539755453168329,44535,-4.35685704080497,-4.35721549440756,0.0206431281397549,4.87935397459417,1,1,1,1,1
"Diagnoses - main ICD10 (R410)",-0.0206349476313075,1.33066984839454e-05,0.000542714019085552,44535,-4.35513000463434,-4.35548807089168,0.0206349476313075,4.87592968367356,1,1,1,1,1
"Arm fat percentage (right) (0.0)",-0.0207370615797728,1.34922035633545e-05,0.000548953872692145,44036,-4.35209752879046,-4.35245896578585,0.0207370615797728,4.869917115024,1,1,1,1,1
"Diagnoses - secondary ICD10 (H534)",-0.0205816032121855,1.40077813905499e-05,0.000568561030719796,44535,-4.34386815887111,-4.34422370643362,0.0205816032121855,4.85363064459585,1,1,1,1,1
"Diagnoses - secondary ICD10 (M4790)",-0.0205742114983238,1.4107662826457e-05,0.000571241934831479,44535,-4.34230765378688,-4.34266285332149,0.0205742114983238,4.85054492853099,1,1,1,1,1
"Diagnoses - secondary ICD10 (I501)",-0.0205660277749007,1.4219038601219e-05,0.00057437432244398,44535,-4.34057994379234,-4.34093475828559,0.0205660277749007,4.84712976677788,1,1,1,1,1
"Diagnoses - ICD10 (Z850 - Z85.0 Personal history of malignant neoplasm of digestive organs)",-0.0205577772055197,1.43321726637789e-05,0.000577562614386411,44535,-4.33883812217603,-4.33919254877751,0.0205577772055197,4.84368796840471,1,1,1,1,1
"Femur wards BMD (bone mineral density) (right) (2.0)",0.0254394754434623,1.46443601356092e-05,0.000588738144975622,29017,4.33416727472193,4.33470967831279,0.0254394754434623,4.83432959944466,1,1,1,1,1
"Exposure to tobacco smoke outside home (0.0)",-0.0215420142415964,1.48174258985783e-05,0.000594280846312338,40421,-4.33152585734101,-4.33191457021038,0.0215420142415964,4.82922723597482,1,1,1,1,1
"Diagnoses - main ICD10 (K049)",-0.0204655343324313,1.5656904673481e-05,0.000623626718647288,44535,-4.31936427846222,-4.31971438847297,0.0204655343324313,4.80529409260366,1,1,1,1,1
"Diagnoses - secondary ICD10 (Z867)",-0.0204653330697374,1.56599187862866e-05,0.000623626718647288,44535,-4.3193217889919,-4.31967188962469,0.0204653330697374,4.80521049456154,1,1,1,1,1
"Diagnoses - ICD10 (Z867 - Z86.7 Personal history of diseases of the circulatory system)",-0.0204653330697374,1.56599187862866e-05,0.000623626718647288,44535,-4.3193217889919,-4.31967188962469,0.0204653330697374,4.80521049456154,1,1,1,1,1
"Liking for going to a cafe (0.0)",0.0235136024743104,1.5741441545223e-05,0.000625398212920213,33717,4.31821608742336,4.31867820853138,0.0235136024743104,4.80295549901196,1,1,1,1,1
"Number of days/week walked 10+ minutes (2.0)",0.0205669082981737,1.58737753939118e-05,0.000629175346305634,44035,4.31632824526995,4.31668165376486,0.0205669082981737,4.79931976903951,1,1,1,1,1
"Father still alive (0.0)",0.020673863022698,1.6018536289364e-05,0.000631549819870414,43540,4.31432412580564,4.31468110089192,0.020673863022698,4.79537717055481,1,1,1,1,1
"Liking for bell pepper (0.0)",0.0246097485786333,1.60225939226469e-05,0.000631549819870414,30724,4.31432193775473,4.31482783864304,0.0246097485786333,4.79526717395094,1,1,1,1,1
"Diagnoses - ICD10 (E039 - E03.9 Hypothyroidism, unspecified)",-0.0204398606879645,1.604589118889e-05,0.000631549819870414,44535,-4.31394420301541,-4.31429311815831,0.0204398606879645,4.79463615718057,1,1,1,1,1
"Diagnoses - ICD10 (K908 - K90.8 Other intestinal malabsorption)",-0.0203817198196581,1.69611274290546e-05,0.000666020085208341,44535,-4.30166985087313,-4.3020160706225,0.0203817198196581,4.77054528297887,1,1,1,1,1
"Sitting height (0.0)",0.0205024956521708,1.7114375708903e-05,0.000670478500800063,43971,4.29967814391561,4.30002836333345,0.0205024956521708,4.76663893825111,1,1,1,1,1
"Liking for bolognese sauce (0.0)",0.0234962453811975,1.72647518216994e-05,0.000674804015068044,33448,4.29777830413885,4.2982381658205,0.0234962453811975,4.76283966018977,1,1,1,1,1
"Operative procedures - main OPCS4 (U543 - U54.3 Delivery of rehabilitation for stroke)",-0.0203545025621908,1.74064707988527e-05,0.000678771961752026,44535,-4.29592391637827,-4.29626887934975,0.0203545025621908,4.75928927414136,1,1,1,1,1
"Operative procedures - OPCS4 (A812 - A81.2 Injection of therapeutic substance around sympathetic nerve)",-0.0203434830826901,1.75899274626466e-05,0.000684345449785226,44535,-4.29359755568079,-4.29394201072577,0.0203434830826901,4.75473595148269,1,1,1,1,1
"Interval between previous point and current one in numeric path (trail #1) (1.15)",-0.0236199283020307,1.79638931574637e-05,0.000697288128652356,32963,-4.28896952573767,-4.28943355747994,0.0236199283020307,4.74559953662324,1,1,1,1,1
"Treatment/medication code (1140871986.0 - clonidine hydrochloride 25micrograms tablet)",-0.0202998266140276,1.83350056695781e-05,0.0007095195511645,44535,-4.28438109677915,-4.28472354467274,0.0202998266140276,4.73671895141016,1,1,1,1,1
"Arm fat-free mass (right) (2.0)",0.0229336945188417,1.83630467195076e-05,0.0007095195511645,34886,4.2840752867435,4.284512377651,0.0229336945188417,4.73605526084195,1,1,1,1,1
"Operative procedures - OPCS4 (U051 - U05.1 Computed tomography of head)",-0.0202654440641826,1.89428716703087e-05,0.000730252027746945,44535,-4.27712249650743,-4.27746336938414,0.0202654440641826,4.72255418288119,1,1,1,1,1
"Diagnoses - secondary ICD10 (N288)",-0.0202192010712541,1.97907483561044e-05,0.000761199968092991,44535,-4.26736001949537,-4.26769878202715,0.0202192010712541,4.70353778331853,1,1,1,1,1
"Trunk fat mass (0.0)",-0.0203354017376454,1.98700511580868e-05,0.000762513213191582,44009,-4.26646884757684,-4.26681146493091,0.0203354017376454,4.7018010147399,1,1,1,1,1
"Operative procedures - secondary OPCS4 (M479 - M47.9 Unspecified urethral catheterisation of bladder)",-0.0201630363903542,2.08691783252339e-05,0.000799038721137357,44535,-4.25550297400909,-4.25583918569643,0.0201630363903542,4.68049464992074,1,1,1,1,1
"Treatment/medication code (1140923348.0 - co-proxamol)",-0.0201491639142099,2.11440371434589e-05,0.000807730921192993,44535,-4.25257433014473,-4.25290991385406,0.0201491639142099,4.67481208695613,1,1,1,1,1
"Operative procedures - main OPCS4 (C124 - C12.4 Curettage of lesion of eyelid)",-0.0201379633554387,2.13684675930609e-05,0.000814461795279532,44535,-4.2502097608492,-4.25054483813059,0.0201379633554387,4.67022662148312,1,1,1,1,1
"Genetic principal components (0.12)",0.0203826327874174,2.16552503140594e-05,0.000823533562056066,43411,4.24722552291714,4.24756862195728,0.0203826327874174,4.66443679187473,1,1,1,1,1
"Diagnoses - ICD10 (K590 - K59.0 Constipation)",-0.020117905533444,2.17760527887505e-05,0.000826266632220342,44535,-4.24597532209221,-4.24630949380266,0.020117905533444,4.66202083933787,1,1,1,1,1
"Diagnoses - main ICD10 (I350)",-0.0200877690042218,2.24023811947579e-05,0.000848126023483157,44535,-4.23961315782134,-4.23994597214227,0.0200877690042218,4.64970581716667,1,1,1,1,1
"Operative procedures - secondary OPCS4 (Y532 - Y53.2 Approach to organ under ultrasonic control)",-0.0200551373387389,2.30998858742373e-05,0.000872576225920573,44535,-4.2327242505805,-4.23305559947499,0.0200551373387389,4.63639016574904,1,1,1,1,1
"Diagnoses - ICD10 (J848 - J84.8 Other specified interstitial pulmonary diseases)",-0.0200423591960134,2.33786104708866e-05,0.000881133566519913,44535,-4.23002664509766,-4.23035742137995,0.0200423591960134,4.63118130509718,1,1,1,1,1
"Liking for curry (0.0)",0.023022260134339,2.37113422969362e-05,0.000891683774351375,33700,4.22688393010923,4.2273201880551,0.023022260134339,4.62504385995468,1,1,1,1,1
"Forced vital capacity (FVC) (0.1)",0.0207771475248601,2.41346629264238e-05,0.000904665519732713,41300,4.22286969367658,4.2232247474589,0.0207771475248601,4.61735876231935,1,1,1,1,1
"Date first recorded at location (0.0)",0.020044291337562,2.41637044358575e-05,0.000904665519732713,44370,4.222589963387,4.22292038901175,0.020044291337562,4.61683648508713,1,1,1,1,1
"Diagnoses - secondary ICD10 (R54)",-0.0199966005022279,2.44032050076826e-05,0.000911610877333452,44535,-4.22036649642847,-4.22069522784859,0.0199966005022279,4.61255313162263,1,1,1,1,1
"Operative procedures - main OPCS4 (C651 - C65.1 Needling of bleb)",-0.019977214834567,2.48500341753643e-05,0.000926253481348844,44535,-4.2162739804056,-4.21660184818952,0.019977214834567,4.60467300966055,1,1,1,1,1
"Diagnoses - secondary ICD10 (R55)",-0.0199683737762912,2.50563899271147e-05,0.000931887982201172,44535,-4.21440754212392,-4.21473501656341,0.0199683737762912,4.60108150108621,1,1,1,1,1
"Treatment/medication code (1140865634.0 - omeprazole)",-0.0198836724629122,2.71177318197052e-05,0.00100633604785873,44535,-4.19652625757287,-4.19684998029206,0.0198836724629122,4.56674663852846,1,1,1,1,1
"Diagnoses - secondary ICD10 (E039)",-0.0198028274717887,2.92348616906927e-05,0.00108252333255997,44535,-4.17945913697602,-4.17977930690531,0.0198028274717887,4.5340989564568,1,1,1,1,1
"Operative procedures - secondary OPCS4 (Z921 - Z92.1 Head NEC)",-0.0197882593241702,2.96327007620977e-05,0.00109485372509414,44535,-4.17638367295126,-4.17670320558475,0.0197882593241702,4.52822876456371,1,1,1,1,1
"FR liver PDFF mean (2.0)",-0.0240230636564564,3.1561243247481e-05,0.0011635624284579,30008,-4.162064185449,-4.1625340398418,0.0240230636564564,4.50084589757649,1,1,1,1,1
"Arm fat mass (right) (0.0)",-0.0198157184367193,3.20444062336875e-05,0.00117880130556822,44033,-4.15854129872015,-4.15886075277987,0.0198157184367193,4.49424777125801,1,1,1,1,1
"Diagnoses - main ICD10 (D151)",-0.0196850286020845,3.26028198620297e-05,0.00119673611602255,44535,-4.1545908108047,-4.15490585291153,0.0196850286020845,4.48674483558983,1,1,1,1,1
"Treatment/medication code (1140878190.0 - minims artificial tears single-use eye drops)",-0.019678388388788,3.2803246187759e-05,0.00120148115375339,44535,-4.15318900970849,-4.1535037644866,0.019678388388788,4.48408317666417,1,1,1,1,1
"Operative procedures - OPCS4 (M136 - M13.6 Percutaneous insertion of nephrostomy tube)",-0.019675798578852,3.28817331012489e-05,0.00120174905500993,44535,-4.15264228062235,-4.15295692338647,0.019675798578852,4.48304530012004,1,1,1,1,1
"Mean carotid IMT (intima-medial thickness) at 210 degrees  (2.0)",0.023369679792442,3.34559313899922e-05,0.00122009373978406,31507,4.14872541715873,4.14916904707981,0.023369679792442,4.47552687515823,1,1,1,1,1
"Position of the shoulder on the pulse waveform (2.0)",-0.0214899395535198,3.38903553106711e-05,0.00123327295133768,37208,-4.14574625092528,-4.14612117176136,0.0214899395535198,4.46992387794176,1,1,1,1,1
"Diagnoses - main ICD10 (T012)",-0.0196359074337978,3.41134426812567e-05,0.00123872146166241,44535,-4.14422095566199,-4.14453387658242,0.0196359074337978,4.46707444998496,1,1,1,1,1
"Operative procedures - secondary OPCS4 (Y262 - Y26.2 Plastic repair of organ NOC)",-0.0196077706596262,3.50084350900873e-05,0.00126849233153675,44535,-4.13828107598156,-4.13859278639073,0.0196077706596262,4.45582730217212,1,1,1,1,1
"Diagnoses - ICD10 (R54 - R54 Senility)",-0.019594135322565,3.54501353536796e-05,0.00127963205950965,44535,-4.13540255854129,-4.13571368350597,0.019594135322565,4.45038210227939,1,1,1,1,1
"Diagnoses - secondary ICD10 (Z936)",-0.0195912820795204,3.55432298436498e-05,0.00127963205950965,44535,-4.13480021866707,-4.13511122122282,0.0195912820795204,4.44924311002706,1,1,1,1,1
"Diagnoses - ICD10 (Z936 - Z93.6 Other artificial openings of urinary tract status)",-0.0195912820795204,3.55432298436498e-05,0.00127963205950965,44535,-4.13480021866707,-4.13511122122282,0.0195912820795204,4.44924311002706,1,1,1,1,1
"Diagnoses - ICD10 (R601 - R60.1 Generalised oedema)",-0.0195854863064523,3.57330472256915e-05,0.00128372872852298,44535,-4.13357669001059,-4.13388744402165,0.0195854863064523,4.44692994666144,1,1,1,1,1
"Diagnoses - ICD10 (E260 - E26.0 Primary hyperaldosteronism)",-0.019568489756173,3.62952672572397e-05,0.00130115836016665,44535,-4.12998859972492,-4.13029862566112,0.019568489756173,4.44015000135692,1,1,1,1,1
"Methods of discharge from hospital (recoded) (0.0)",-0.0211619187859579,3.65006308486204e-05,0.00130574820313338,38056,-4.12870959014917,-4.12907210004756,0.0211619187859579,4.43769962946936,1,1,1,1,1
"Current situation (0.0)",-0.0224749964545684,3.70431946850391e-05,0.00132235590329151,33683,-4.1253311272,-4.12573980235368,0.0224749964545684,4.43129156588172,1,1,1,1,1
"Diagnoses - secondary ICD10 (G250)",-0.0195156645088242,3.80967505841342e-05,0.00135709627344537,44535,-4.11883683687763,-4.11914460757971,0.0195156645088242,4.41911206536274,1,1,1,1,1
"Wears glasses or contact lenses (0.0)",-0.0195147798783076,3.84348517887705e-05,0.00136625783674398,44495,-4.11679992156218,-4.11710755791506,0.0195147798783076,4.41527478930379,1,1,1,1,1
"IGF-1 (0.0)",0.0201839620693064,3.89508610991389e-05,0.00138169178499781,41531,4.11373124960387,4.11406018094629,0.0201839620693064,4.40948293679833,1,1,1,1,1
"Histology of cancer tumour (9680.0)",-0.0194692747904822,3.97484606348665e-05,0.00140702884238935,44535,-4.10904367619591,-4.10934947590314,0.0194692747904822,4.40067968589376,1,1,1,1,1
"Diagnoses - secondary ICD10 (Z926)",-0.0194638729138519,3.99451535854506e-05,0.00140808751208838,44535,-4.10790330728846,-4.108208878058,0.0194638729138519,4.39853590467973,1,1,1,1,1
"Diagnoses - ICD10 (Z926 - Z92.6 Personal history of chemotherapy for neoplastic disease)",-0.0194638729138519,3.99451535854506e-05,0.00140808751208838,44535,-4.10790330728846,-4.108208878058,0.0194638729138519,4.39853590467973,1,1,1,1,1
"Diagnoses - secondary ICD10 (F058)",-0.0194521467763667,4.03753087569188e-05,0.0014202856007512,44535,-4.10542784939695,-4.10573292361242,0.0194521467763667,4.39388414352367,1,1,1,1,1
"Operative procedures - secondary OPCS4 (U212 - U21.2 Computed tomography NEC)",-0.0194366377192136,4.09509891697532e-05,0.00143754148052242,44535,-4.10215379622964,-4.10245821456788,0.0194366377192136,4.3877356034084,1,1,1,1,1
"Diagnoses - ICD10 (R55 - R55 Syncope and collapse)",-0.019394192059325,4.25666196054878e-05,0.00149115637352419,44535,-4.09319327791461,-4.09349590627748,0.019394192059325,4.37093083760711,1,1,1,1,1
"Treatment/medication code (1140861958.0 - simvastatin)",-0.019333771688072,4.49710346567763e-05,0.001572124058343,44535,-4.08043822205086,-4.08073831515871,0.019333771688072,4.34706712042495,1,1,1,1,1
"Operative procedures - OPCS4 (U401 - U40.1 Diagnostic intradermal inoculation of skin)",-0.0193144683202553,4.57659772199163e-05,0.00159660852346753,44535,-4.07636318659782,-4.076662472877,0.0193144683202553,4.33945725991207,1,1,1,1,1
"Diagnoses - ICD10 (G250 - G25.0 Essential tremor)",-0.0193054949352094,4.6140035368496e-05,0.00160633916947846,44535,-4.07446886211719,-4.07476777385097,0.0193054949352094,4.33592207690776,1,1,1,1,1
"Histology of cancer tumour (8340.0)",-0.0192967431358556,4.65076478920947e-05,0.00161580583262967,44535,-4.0726213160679,-4.07291986282161,0.0192967431358556,4.33247562422348,1,1,1,1,1
"Diagnoses - ICD10 (R521 - R52.1 Chronic intractable pain)",-0.0192631255919595,4.79457126870931e-05,0.00166234775918186,44535,-4.06552450007348,-4.06582164776287,0.0192631255919595,4.31925022143562,1,1,1,1,1
"Operative procedures - main OPCS4 (B371 - B37.1 Aspiration of lesion of breast)",-0.0192553391923206,4.82847547044382e-05,0.00167067230160746,44535,-4.06388075710528,-4.06417758140379,0.0192553391923206,4.31618997055009,1,1,1,1,1
"Diagnoses - secondary ICD10 (R073)",-0.0192350780356663,4.91776670792723e-05,0.0016980877477168,44535,-4.05960354076219,-4.05989952471431,0.0192350780356663,4.30823207744013,1,1,1,1,1
"Femur troch BMC (bone mineral content) (right) (2.0)",0.0238331432596239,4.96009142411476e-05,0.00170920701420771,28978,4.05765665006496,4.05811096998602,0.0238331432596239,4.30451031854556,1,1,1,1,1
"Android total mass (2.0)",0.0233921731774232,5.04684585474477e-05,0.00173555992377526,30021,4.05359803075433,4.05403538477401,0.0233921731774232,4.29697995967212,1,1,1,1,1
"Diagnoses - main ICD10 (H356)",-0.0192035405556757,5.05987371952659e-05,0.00173650340963834,44535,-4.05294585123771,-4.05324053046883,0.0192035405556757,4.29586032181576,1,1,1,1,1
"Diagnoses - ICD10 (H534 - H53.4 Visual field defects)",-0.0191672359122785,5.22827927223391e-05,0.00179065913816774,44535,-4.04528180423326,-4.04557498652024,0.0191672359122785,4.28164122232509,1,1,1,1,1
